postId,Score,userId,ViewCount,CommentCount,Reputation,Views,UpVotes,DownVotes
1333,72,521,0,0,2133,205,65,0
1337,69,521,66972,3,2133,205,65,0
1338,28,521,0,3,2133,205,65,0
1340,15,781,0,4,566,78,9,1
1346,66,287,0,1,847,73,19,0
1349,13,521,0,2,2133,205,65,0
1356,51,114,0,2,708,61,44,1
1358,12,650,415,0,230,42,45,0
1360,14,778,0,2,311,36,49,0
1367,46,634,0,1,426,47,8,0
1371,59,666,0,1,1855,105,71,0
1375,18,253,0,1,5309,1147,1160,5
1377,30,236,0,1,221,9,8,0
1382,36,159,0,0,18283,3781,1014,59
1406,19,352,0,7,793,99,236,2
1411,13,183,0,0,22625,4069,2496,45
1423,61,749,0,2,292,35,6,0
1426,28,319,0,0,1994,523,62,0
1432,26,196,15463,3,6140,649,497,114
1433,24,438,0,2,2133,272,28,1
1435,17,521,0,4,2133,205,65,0
1436,29,830,0,0,830,174,148,0
1444,66,159,28878,5,18283,3781,1014,59
1447,13,6967,7960,2,441,148,2,0
1449,27,223,0,0,4022,1471,345,19
1450,21,485,0,4,2908,265,444,11
1452,15,251,0,8,7931,984,819,0
1458,23,148,2431,1,228,11,12,0
1463,22,601,0,1,13478,1286,283,17
1476,18,319,0,2,1994,523,62,0
1516,17,858,0,2,2834,434,333,24
1521,14,485,5188,3,2908,265,444,11
1527,18,183,0,6,22625,4069,2496,45
1532,15,251,0,2,7931,984,819,0
1538,13,650,1029,2,230,42,45,0
1576,65,776,34617,4,1895,312,225,1
1577,17,334,0,0,5134,842,58,9
1579,60,183,0,3,22625,4069,2496,45
1580,12,183,7655,2,22625,4069,2496,45
1584,12,339,0,0,3039,363,125,0
1595,192,890,60964,3,155,66,23,0
1597,26,183,0,2,22625,4069,2496,45
1598,40,8,0,4,6764,1089,604,25
1600,20,319,0,1,1994,523,62,0
1602,38,887,0,2,18187,1660,230,4
1610,38,110,11197,11,443,59,9,1
1611,26,572,1460,1,161,19,2,0
1615,12,394,0,0,33,5,0,0
1616,50,900,0,7,1054,87,221,0
1630,27,159,0,0,18283,3781,1014,59
1632,164,251,0,5,7931,984,819,0
1637,20,199,6142,1,1815,188,149,3
1639,17,159,0,2,18283,3781,1014,59
1644,18,887,0,1,18187,1660,230,4
1645,14,1356,6412,1,745,129,115,1
1648,18,5,0,1,6792,1145,662,5
1668,12,110,1518,0,443,59,9,1
1726,27,128,0,6,166,19,22,0
1736,17,172,2791,2,564,113,15,0
1741,15,8,0,0,6764,1089,604,25
1760,36,74,0,0,2316,1126,74,65
1761,22,253,2240,0,5309,1147,1160,5
1763,16,183,0,7,22625,4069,2496,45
1764,17,144,1101,6,1396,269,477,1
1781,16,919,980,7,87393,20932,11273,779
1792,12,25,0,5,4968,641,328,23
1795,18,919,0,2,87393,20932,11273,779
1805,20,561,18993,1,2002,186,155,11
1806,14,159,0,4,18283,3781,1014,59
1807,15,850,4847,2,193,9,10,0
1815,21,174,5593,4,792,78,163,4
1823,12,183,0,6,22625,4069,2496,45
1826,26,5,2762,1,6792,1145,662,5
1828,17,5,0,3,6792,1145,662,5
1829,16,988,5904,0,168,61,31,0
1836,18,919,0,7,87393,20932,11273,779
1844,13,25,3142,7,4968,641,328,23
1845,14,339,0,3,3039,363,125,0
1875,17,997,648,1,198,25,0,0
1882,22,830,0,1,830,174,148,0
1887,19,930,0,1,31170,5529,10523,214
1927,18,1011,1072,0,191,9,0,0
1947,13,223,0,1,4022,1471,345,19
1963,13,919,802,7,87393,20932,11273,779
1980,53,183,2985,0,22625,4069,2496,45
1995,20,835,4119,0,176,12,36,0
1997,13,251,0,3,7931,984,819,0
2004,13,1036,0,0,8236,1305,11442,43
2007,12,1026,851,4,167,10,8,0
2042,20,930,0,0,31170,5529,10523,214
2067,12,442,1787,6,6431,973,857,21
2072,13,5,520,2,6792,1145,662,5
2077,21,5,9878,0,6792,1145,662,5
2087,14,253,0,2,5309,1147,1160,5
2089,57,1080,0,8,1597,188,81,1
2125,26,74,36345,3,2316,1126,74,65
2128,41,183,0,2,22625,4069,2496,45
2129,15,25,0,1,4968,641,328,23
2147,13,919,0,2,87393,20932,11273,779
2149,22,5,4469,0,6792,1145,662,5
2150,17,74,0,4,2316,1126,74,65
2153,21,339,0,1,3039,363,125,0
2155,22,930,0,1,31170,5529,10523,214
2171,14,1106,1742,1,2410,140,202,2
2172,15,5,0,3,6792,1145,662,5
2179,17,88,2486,0,14082,3320,4235,126
2181,13,1356,4122,2,745,129,115,1
2213,15,5,3182,2,6792,1145,662,5
2217,95,5,0,1,6792,1145,662,5
2218,20,339,0,2,3039,363,125,0
2227,58,881,0,2,1118,62,6,2
2230,20,1106,4294,0,2410,140,202,2
2232,21,352,0,3,793,99,236,2
2234,34,253,4337,4,5309,1147,1160,5
2235,18,1119,0,0,678,28,10,0
2239,17,1124,0,0,3000,456,140,7
2241,26,1080,0,1,1597,188,81,1
2245,24,5,1475,2,6792,1145,662,5
2251,13,1107,0,2,506,87,35,1
2272,71,71,24738,2,1936,328,2317,1
2278,47,442,0,1,6431,973,857,21
2287,108,1122,0,6,1544,196,0,0
2299,18,795,422,0,5606,967,1547,8
2306,28,1150,3610,2,585,56,25,0
2307,23,930,0,4,31170,5529,10523,214
2309,12,1124,0,0,3000,456,140,7
2317,21,887,0,0,18187,1660,230,4
2328,12,861,1426,4,130,12,2,0
2332,21,887,0,0,18187,1660,230,4
2342,12,307,0,1,4829,1088,692,3
2344,32,1150,12383,1,585,56,25,0
2346,26,5,0,2,6792,1145,662,5
2348,15,8,795,4,6764,1089,604,25
2353,13,795,0,2,5606,967,1547,8
2356,40,887,3214,12,18187,1660,230,4
2360,17,930,0,0,31170,5529,10523,214
2375,18,930,0,2,31170,5529,10523,214
2379,46,1106,4449,1,2410,140,202,2
2391,15,1195,10445,0,442,34,13,0
2409,16,930,0,1,31170,5529,10523,214
2415,30,919,0,3,87393,20932,11273,779
2432,13,183,1030,3,22625,4069,2496,45
2445,15,919,0,3,87393,20932,11273,779
2456,16,5,0,4,6792,1145,662,5
2476,13,1212,2996,0,187,28,23,0
2478,15,881,0,6,1118,62,6,2
2492,92,795,21588,6,5606,967,1547,8
2493,13,1227,640,2,170,13,1,0
2498,88,1124,0,22,3000,456,140,7
2499,18,74,4758,4,2316,1126,74,65
2501,61,25,0,3,4968,641,328,23
2504,17,795,989,0,5606,967,1547,8
2516,54,666,9927,2,1855,105,71,0
2519,45,601,0,2,13478,1286,283,17
2522,13,919,0,0,87393,20932,11273,779
2536,19,930,0,0,31170,5529,10523,214
2541,16,1215,13686,1,339,40,18,0
2542,16,1108,0,2,3555,386,347,1
2546,18,666,0,1,1855,105,71,0
2547,24,285,23545,2,223,6,3,0
2550,32,919,0,8,87393,20932,11273,779
2566,20,1107,0,0,506,87,35,1
2597,18,977,3544,1,423,65,13,0
2599,12,251,0,3,7931,984,819,0
2611,17,1266,1276,5,186,12,0,0
2628,18,1154,4739,1,386,137,252,3
2629,17,251,0,4,7931,984,819,0
2641,97,386,37144,4,891,185,55,0
2645,28,251,0,2,7931,984,819,0
2649,21,521,0,1,2133,205,65,0
2659,23,919,0,1,87393,20932,11273,779
2691,184,851,66071,10,1075,77,11,1
2695,26,7,0,4,429,56,20,0
2697,47,266,0,4,1272,335,108,1
2698,50,919,0,6,87393,20932,11273,779
2700,129,29,0,11,2250,318,28,1
2715,52,930,3082,0,31170,5529,10523,214
2717,15,1316,6517,3,178,18,2,0
2718,24,88,0,0,14082,3320,4235,126
2719,16,1307,0,7,4128,5025,600,10
2721,14,1124,0,0,3000,456,140,7
2723,37,449,0,3,12813,1089,1607,57
2724,18,159,0,0,18283,3781,1014,59
2727,12,930,0,0,31170,5529,10523,214
2730,15,1320,2066,0,330,67,73,0
2732,13,930,0,2,31170,5529,10523,214
2753,12,795,0,1,5606,967,1547,8
2772,15,30,1544,5,2185,312,40,3
2777,19,183,2472,0,22625,4069,2496,45
2781,13,930,0,5,31170,5529,10523,214
2782,17,183,0,4,22625,4069,2496,45
2785,12,919,0,0,87393,20932,11273,779
2806,16,1347,6331,5,1775,126,58,0
2807,19,1347,0,4,1775,126,58,0
2819,16,1352,5271,0,5859,783,595,7
2822,21,930,0,7,31170,5529,10523,214
2824,13,1356,1590,0,745,129,115,1
2825,30,1352,0,1,5859,783,595,7
2828,16,511,1613,8,1796,516,33,4
2831,16,1352,0,0,5859,783,595,7
2846,12,1307,2362,3,4128,5025,600,10
2893,13,1250,1326,1,559,47,17,0
2906,13,666,430,0,1855,105,71,0
2908,23,319,0,3,1994,523,62,0
2910,61,930,7644,0,31170,5529,10523,214
2911,16,5,0,3,6792,1145,662,5
2948,22,1007,7282,0,444,264,8,0
2956,17,364,439,0,5442,671,115,2
2971,15,1134,733,3,93,31,1,0
3024,19,1392,9880,0,110,22,6,0
3027,24,1352,0,4,5859,783,595,7
3028,16,71,0,0,1936,328,2317,1
3035,63,253,0,0,5309,1147,1160,5
3036,55,253,0,3,5309,1147,1160,5
3038,15,183,3712,4,22625,4069,2496,45
3048,21,1007,2748,0,444,264,8,0
3054,15,1390,0,6,10476,1165,602,34
3070,19,795,0,9,5606,967,1547,8
3082,15,1421,821,4,208,10,4,0
3138,18,8,0,0,6764,1089,604,25
3145,13,795,0,3,5606,967,1547,8
3158,13,1106,1803,0,2410,140,202,2
3179,14,1118,1687,3,935,278,88,2
3181,18,776,1332,2,1895,312,225,1
3184,20,159,0,0,18283,3781,1014,59
3191,61,930,0,10,31170,5529,10523,214
3194,20,1456,1969,0,265,36,8,0
3198,12,521,0,3,2133,205,65,0
3200,21,1458,9207,0,108,26,22,0
3202,26,930,0,8,31170,5529,10523,214
3206,16,919,0,3,87393,20932,11273,779
3212,15,1005,3730,2,3679,870,325,0
3213,16,1390,0,2,10476,1165,602,34
3235,23,1005,4915,1,3679,870,325,0
3236,15,334,0,7,5134,842,58,9
3238,24,1216,8375,2,175,22,0,0
3239,15,5,0,5,6792,1145,662,5
3242,14,870,3409,0,257,13,7,0
3244,14,1329,1931,3,1665,335,91,5
3246,17,251,0,5,7931,984,819,0
3247,17,930,0,6,31170,5529,10523,214
3252,19,930,1172,4,31170,5529,10523,214
3257,17,251,0,2,7931,984,819,0
3259,16,930,1492,4,31170,5529,10523,214
3262,23,253,2923,0,5309,1147,1160,5
3270,12,776,4271,0,1895,312,225,1
3278,15,930,0,9,31170,5529,10523,214
3294,28,1495,4196,2,111,11,0,0
3298,12,930,0,0,31170,5529,10523,214
3322,21,1390,0,1,10476,1165,602,34
3331,25,179,3894,6,1416,147,352,10
3363,18,930,0,3,31170,5529,10523,214
3371,21,930,0,3,31170,5529,10523,214
3372,16,1515,1680,2,232,29,24,0
3374,28,485,0,2,2908,265,444,11
3376,19,603,0,3,10647,1225,683,49
3392,38,666,1681,1,1855,105,71,0
3398,39,919,0,12,87393,20932,11273,779
3400,16,1499,1992,0,1282,146,189,1
3405,14,8,0,6,6764,1089,604,25
3412,14,601,1309,2,13478,1286,283,17
3425,17,253,5446,3,5309,1147,1160,5
3442,15,930,0,0,31170,5529,10523,214
3458,16,253,1518,1,5309,1147,1160,5
3459,20,930,0,1,31170,5529,10523,214
3460,29,8,1068,0,6764,1089,604,25
3464,18,582,0,3,2400,293,692,23
3466,23,183,10853,4,22625,4069,2496,45
3467,19,930,0,0,31170,5529,10523,214
3476,14,190,16090,0,1166,146,482,24
3477,20,251,0,0,7931,984,819,0
3481,12,919,0,9,87393,20932,11273,779
3483,14,919,0,3,87393,20932,11273,779
3496,13,5793,1132,2,281,36,3,0
3501,13,1108,0,0,3555,386,347,1
3517,16,919,0,2,87393,20932,11273,779
3520,12,1558,1565,0,95,6,1,0
3521,15,1499,0,5,1282,146,189,1
3523,15,1108,0,4,3555,386,347,1
3527,14,8,0,1,6764,1089,604,25
3530,60,919,0,3,87393,20932,11273,779
3532,12,8,422,0,6764,1089,604,25
3539,15,1564,10342,0,122,19,5,0
3542,38,183,1548,9,22625,4069,2496,45
3543,25,159,0,1,18283,3781,1014,59
3545,12,251,0,0,7931,984,819,0
3546,18,930,0,3,31170,5529,10523,214
3549,30,1077,2708,1,444,222,50,0
3553,25,159,0,2,18283,3781,1014,59
3555,30,8,0,4,6764,1089,604,25
3559,25,442,25960,2,6431,973,857,21
3561,15,1077,3588,2,444,222,50,0
3562,44,919,0,6,87393,20932,11273,779
3566,17,930,0,3,31170,5529,10523,214
3570,13,1352,0,2,5859,783,595,7
3595,20,315,7263,2,611,49,2,0
3597,17,930,0,8,31170,5529,10523,214
3614,12,1456,9750,0,265,36,8,0
3685,27,1250,10431,2,559,47,17,0
3692,21,930,0,0,31170,5529,10523,214
3696,14,449,0,1,12813,1089,1607,57
3697,19,251,0,3,7931,984,819,0
3713,33,485,6451,2,2908,265,444,11
3716,26,930,0,0,31170,5529,10523,214
3730,47,183,49948,0,22625,4069,2496,45
3733,32,159,0,4,18283,3781,1014,59
3744,26,449,0,1,12813,1089,1607,57
3749,14,1709,2674,5,1094,230,160,5
3752,12,159,366,6,18283,3781,1014,59
3779,22,795,1739,6,5606,967,1547,8
3787,18,1636,4148,0,362,45,12,0
3790,14,603,0,9,10647,1225,683,49
3814,73,8,4526,2,6764,1089,604,25
3815,35,449,0,0,12813,1089,1607,57
3816,53,449,0,3,12813,1089,1607,57
3817,46,1352,0,8,5859,783,595,7
3819,25,603,0,1,10647,1225,683,49
3823,25,930,0,5,31170,5529,10523,214
3824,17,930,0,2,31170,5529,10523,214
3857,37,478,637,0,300,29,13,0
3862,12,449,0,1,12813,1089,1607,57
3863,15,251,0,2,7931,984,819,0
3876,13,966,0,7,1290,137,244,0
3893,27,1036,1286,0,8236,1305,11442,43
3904,37,919,0,2,87393,20932,11273,779
3909,14,485,0,5,2908,265,444,11
3911,21,1393,1519,0,182,72,9,5
3912,13,930,0,7,31170,5529,10523,214
3922,20,930,0,1,31170,5529,10523,214
3925,13,253,0,2,5309,1147,1160,5
3931,28,253,8386,2,5309,1147,1160,5
3932,14,919,0,3,87393,20932,11273,779
3934,21,1679,0,2,3536,382,164,8
3940,18,88,0,3,14082,3320,4235,126
3943,23,253,19094,0,5309,1147,1160,5
3945,14,449,0,2,12813,1089,1607,57
3946,18,930,0,1,31170,5529,10523,214
3947,46,1224,1994,1,437,39,5,0
3948,13,449,0,1,12813,1089,1607,57
3954,64,88,0,3,14082,3320,4235,126
3955,15,1694,476,5,176,5,0,0
3975,24,1191,0,7,2768,93,260,1
3986,12,930,0,4,31170,5529,10523,214
4034,12,226,1099,0,1293,266,55,0
4040,13,439,4121,0,2031,268,152,1
4041,16,253,0,6,5309,1147,1160,5
4044,14,1737,2403,3,459,38,32,0
4051,24,1739,0,2,8772,881,154,8
4052,12,196,1696,0,6140,649,497,114
4053,14,315,438,3,611,49,2,0
4056,12,919,0,3,87393,20932,11273,779
4089,31,261,4120,0,442,84,30,2
4092,23,930,0,3,31170,5529,10523,214
4095,12,251,0,2,7931,984,819,0
4111,19,1108,1759,7,3555,386,347,1
4158,15,1036,0,0,8236,1305,11442,43
4183,22,930,0,1,31170,5529,10523,214
4187,15,1777,9444,2,185,11,0,0
4202,14,930,0,0,31170,5529,10523,214
4211,15,88,1230,0,14082,3320,4235,126
4213,14,930,0,2,31170,5529,10523,214
4220,44,226,7814,3,1293,266,55,0
4221,17,493,0,1,909,96,87,4
4223,53,919,0,3,87393,20932,11273,779
4226,14,1760,532,1,335,7,8,0
4242,17,930,0,1,31170,5529,10523,214
4254,13,69,0,8,530,174,630,6
4268,12,449,0,3,12813,1089,1607,57
4272,33,439,4284,0,2031,268,152,1
4274,27,930,0,2,31170,5529,10523,214
4284,13,439,2430,1,2031,268,152,1
4296,12,1896,7243,0,61,8,0,0
4297,16,334,0,0,5134,842,58,9
4301,33,919,0,1,87393,20932,11273,779
4318,23,1614,0,5,37,19,29,0
4335,27,253,1084,2,5309,1147,1160,5
4336,12,1390,0,4,10476,1165,602,34
4342,13,930,0,0,31170,5529,10523,214
4354,17,1934,1421,5,4957,578,329,11
4359,18,1108,0,7,3555,386,347,1
4364,26,223,2469,0,4022,1471,345,19
4366,16,795,0,0,5606,967,1547,8
4373,24,1108,0,4,3555,386,347,1
4375,12,1108,0,2,3555,386,347,1
4429,20,183,1199,2,22625,4069,2496,45
4430,15,1106,0,3,2410,140,202,2
4466,26,183,672,1,22625,4069,2496,45
4468,17,334,0,1,5134,842,58,9
4478,12,1916,0,1,376,11,6,0
4498,18,1795,1588,0,352,40,5,1
4502,17,1540,0,3,1794,129,70,4
4517,18,1977,37435,0,830,124,111,0
4518,15,485,0,2,2908,265,444,11
4544,12,196,6703,2,6140,649,497,114
4549,12,930,0,6,31170,5529,10523,214
4551,121,364,10402,6,5442,671,115,2
4552,16,1307,0,5,4128,5025,600,10
4553,28,364,0,7,5442,671,115,2
4555,19,364,0,5,5442,671,115,2
4558,14,601,0,3,13478,1286,283,17
4563,13,101,0,4,502,49,109,0
4567,74,1679,0,9,3536,382,164,8
4572,17,196,0,0,6140,649,497,114
4580,14,2006,2343,2,101,7,2,0
4589,18,22,0,1,591,90,693,6
4590,34,223,0,4,4022,1471,345,19
